Case ID,Mission,Payload,Range,Endurance,Cruise Speed,Takeoff,Landing,Environment,Pipeline Status,Final Status,Failed Stage,Failure Category,Failure Reason,Iterations,Converged,Verification Status,Final MTOW,Wing Area,Wing Span,Aspect Ratio,Root Chord,Tip Chord,Taper Ratio,Selected Configuration,Selected Motor,Selected Propeller,Battery,Static Margin,Performance Status,Warnings,Execution Time
57,TRAINING,8.34,38.4,35.0,77.7,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,12.692,1.5482,4.0319,10.5,0.512,0.256,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,2.313 kg,0.18,SATISFIED,,4093.9095
58,INSPECTION,2.0,504.1,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (504.1 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.361
59,RESEARCH,0.58,57.0,29.5,154.3,RUNWAY,BELLY_LANDING,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Scientific Instruments' in database weighs 1.80 kg, which exceeds the maximum allowed structural payload limit of 0.61 kg.",0,False,N/A,,0.1114,1.0286,9.5,0.1444,0.0722,0.5,High Wing / Conventional,,,,,,,3.2569
60,DELIVERY,3.16,137.6,89.7,128.3,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (137.60 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.5866,2.1932,8.2,0.3566,0.1783,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,9.2077
61,MAPPING,2.02,161.2,111.2,126.6,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (161.20 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.375,1.9843,10.5,0.252,0.126,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,,,,,10.7712
62,MAPPING,4.72,78.1,49.3,89.0,CATAPULT,PARACHUTE,MOUNTAIN,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,9.133,0.8762,3.0331,10.5,0.3852,0.1926,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,2.177 kg,0.18,SATISFIED,,4707.2967
63,MAPPING,58.07,30.0,45.0,85.0,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 16076.2 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,10.7797,10.6389,10.5,1.351,0.6755,0.5,High Wing / Conventional,,,,,,,6.2794
64,SURVEY,1.0,30.0,-10.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Flight time target must be positive (got -10.0 minutes); Mission range (30.0 km) is physically inconsistent with cruise speed (80.0 km/h) and flight time (-10.0 min). Max theoretical range is -13.3 km.,0,False,N/A,,,,,,,,,,,,,,,0.351
65,SURVEY,1.0,30.0,-10.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Flight time target must be positive (got -10.0 minutes); Mission range (30.0 km) is physically inconsistent with cruise speed (80.0 km/h) and flight time (-10.0 min). Max theoretical range is -13.3 km.,0,False,N/A,,,,,,,,,,,,,,,0.2014
66,DISASTER_RESPONSE,16.28,43.0,34.8,82.0,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 4507.0 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,3.0221,5.6331,10.5,0.7153,0.3577,0.5,High Wing / Conventional,,,,,,,3.6841
67,SURVEY,1.0,-5.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range must be positive (got -5.0 km),0,False,N/A,,,,,,,,,,,,,,,0.3126
68,RESEARCH,4.69,204.1,64.7,142.7,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (204.10 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.8706,2.8759,9.5,0.4036,0.2018,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,,,,,3.8896
69,RESEARCH,2.6,26.1,25.9,140.5,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,0,False,N/A,7.146,0.4826,2.1413,9.5,0.3005,0.1503,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,1.045 kg,0.641,SATISFIED,,4009.3521
70,TRAINING,2.33,80.4,61.2,94.0,RUNWAY,RUNWAY,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (80.40 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.4325,2.1311,10.5,0.2706,0.1353,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,4.573
71,CUSTOM,2.54,64.7,81.8,75.5,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,1,False,N/A,6.489,0.4715,2.225,10.5,0.2825,0.1413,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,1.787 kg,0.276,SATISFIED,,9008.0246
72,SURVEY,1.0,-5.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range must be positive (got -5.0 km),0,False,N/A,,,,,,,,,,,,,,,0.3556
73,DISASTER_RESPONSE,8.7,71.7,148.5,84.2,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,21.765000000000004,1.615,4.118,10.5,0.5229,0.2615,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,11.089 kg,0.18,SATISFIED,,4142.7977
74,DELIVERY,2.0,30.0,522.5,85.0,RUNWAY,RUNWAY,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Rate of climb (0.85 m/s) is below the minimum required rate of climb constraint (3.00 m/s).; Cruise speed (85.0 kmh) is below the minimum safe cruise speed boundary (92.9 kmh, representing a 35.0% safety margin above clean stall).",0,False,N/A,15.141,0.3713,1.7448,8.2,0.2837,0.1419,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,9.689 kg,0.179,,,4.563
75,MILITARY,1.34,112.7,146.5,77.4,CATAPULT,PARACHUTE,FOREST,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.18 m) exceeds wing root chord (0.16 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.2487,1.995,16.0,0.1587,0.0,0.0,High Wing / Twin Boom,,,,,,,5.4975
76,SURVEY,0.21,219.5,118.5,112.5,CATAPULT,PARACHUTE,MARINE,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'RGB Camera' in database weighs 0.51 kg, which exceeds the maximum allowed structural payload limit of 0.22 kg.",0,False,N/A,,0.1114,1.0814,10.5,0.1373,0.0687,0.5,High Wing / Conventional,,,,,,,2.8737
77,SECURITY,2.83,44.7,28.7,135.2,CATAPULT,BELLY_LANDING,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.26 m) exceeds wing root chord (0.23 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.5253,2.8992,16.0,0.2307,0.0,0.0,High Wing / Twin Boom,,,,,,,4.8424
78,SECURITY,0.22,195.0,120.1,114.9,CATAPULT,NET_RECOVERY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.12 m) exceeds wing root chord (0.11 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1114,1.3349,16.0,0.1062,0.0,0.0,High Wing / Twin Boom,,,,,,,3.9364
79,MILITARY,2.54,66.7,86.8,72.4,RUNWAY,RUNWAY,MOUNTAIN,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.25 m) exceeds wing root chord (0.22 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.4715,2.7467,16.0,0.2186,0.0,0.0,High Wing / Conventional,,,,,,,5.9223
80,DISASTER_RESPONSE,9.99,33.9,49.2,64.1,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,14.939,1.8545,4.4127,10.5,0.5603,0.2802,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.214 kg,0.18,SATISFIED,,4037.2845
81,SURVEY,1.0,-5.0,45.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range must be positive (got -5.0 km),0,False,N/A,,,,,,,,,,,,,,,0.3724
82,DELIVERY,4.99,62.6,76.1,84.9,CATAPULT,RUNWAY,MOUNTAIN,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,15.267000000000001,0.9263,2.756,8.2,0.4481,0.2241,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.499 kg,0.733,SATISFIED,,4343.0125
83,MILITARY,2.0,473.3,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (473.3 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.4053
84,TRAINING,3.65,128.5,114.3,140.1,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (128.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.6776,2.6673,10.5,0.3387,0.1694,0.5,High Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,3.6076
85,AGRICULTURE,0.68,85.9,225.0,50.6,CATAPULT,BELLY_LANDING,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (85.90 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.1262,0.973,7.5,0.1297,0.1297,1.0,High Wing / Conventional,SunnySky X2216,11x7 APC,,,,,5.1175
86,DELIVERY,1.15,88.4,216.6,76.0,CATAPULT,BELLY_LANDING,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 1.21 kg.",0,False,N/A,,0.2135,1.3231,8.2,0.2151,0.1076,0.5,High Wing / Conventional,,,,,,,2.9086
87,MILITARY,19.98,39.9,34.8,70.8,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.69 m) exceeds wing root chord (0.61 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,3.7089,7.7035,16.0,0.613,0.0,0.0,High Wing / Conventional,,,,,,,3.7987
88,SURVEY,1.0,30.0,-10.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Flight time target must be positive (got -10.0 minutes); Mission range (30.0 km) is physically inconsistent with cruise speed (80.0 km/h) and flight time (-10.0 min). Max theoretical range is -13.3 km.,0,False,N/A,,,,,,,,,,,,,,,0.2081
89,SURVEY,1.0,30.0,45.0,0.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Cruise speed must be positive (got 0.0 km/h); Stall speed target (45.0 km/h) must be less than cruise speed (0.0 km/h); Mission range (30.0 km) is physically inconsistent with cruise speed (0.0 km/h) and flight time (45.0 min). Max theoretical range is 0.0 km.,0,False,N/A,,,,,,,,,,,,,,,0.1643
90,RESEARCH,13.01,49.3,33.3,85.8,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,19.218999999999998,2.4151,4.7899,9.5,0.6723,0.3361,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.875 kg,0.18,SATISFIED,,4206.9427
91,INSPECTION,3.38,178.3,69.5,191.2,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.28 m) exceeds wing root chord (0.25 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.6274,3.1684,16.0,0.2521,0.0,0.0,High Wing / Conventional,,,,,,,4.6332
92,AGRICULTURE,12.93,39.3,39.1,78.2,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,17.61,2.4002,4.2428,7.5,0.5657,0.5657,1.0,Low Wing / Conventional,KDE Direct 7215XF,22x12 APC,4.359 kg,0.18,SATISFIED,,4283.0642
93,SECURITY,2.0,30.0,45.0,334.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.22 m) exceeds wing root chord (0.19 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3713,2.4373,16.0,0.194,0.0,0.0,High Wing / Conventional,,,,,,,4.7322
94,MAPPING,2.89,98.9,88.6,97.5,RUNWAY,RUNWAY,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (98.90 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.5365,2.3734,10.5,0.3014,0.1507,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,4.9196
95,TRAINING,11.37,99.8,184.8,108.1,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (99.80 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,2.1106,4.7076,10.5,0.5978,0.2989,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,3.8813
96,AGRICULTURE,2.26,40.7,22.3,166.7,RUNWAY,BELLY_LANDING,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,0,False,N/A,4.895,0.4195,1.7738,7.5,0.2365,0.2365,1.0,High Wing / Conventional,T-Motor MN5008,20x10 APC,0.945 kg,0.319,SATISFIED,,3876.772
97,DISASTER_RESPONSE,10.22,24.7,26.4,70.3,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,13.833,1.8972,4.4632,10.5,0.5668,0.2834,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,1.926 kg,0.18,SATISFIED,,4089.7605
98,DISASTER_RESPONSE,1.29,32.7,40.8,170.0,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,0,False,N/A,4.249,0.2395,1.5857,10.5,0.2014,0.1007,0.5,High Wing / Conventional,SunnySky X2216,16x8 APC,0.987 kg,0.465,SATISFIED,,4222.4546
99,RESEARCH,1.4,66.7,154.9,50.8,HAND_LAUNCH,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Scientific Instruments' in database weighs 1.80 kg, which exceeds the maximum allowed structural payload limit of 1.47 kg.",0,False,N/A,,0.2599,1.5713,9.5,0.2205,0.1103,0.5,High Wing / Conventional,,,,,,,3.6603
100,INSPECTION,4.38,50.8,75.2,106.2,CATAPULT,PARACHUTE,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.33 m) exceeds wing root chord (0.29 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.8131,3.6068,16.0,0.287,0.0,0.0,High Wing / Twin Boom,,,,,,,3.795
101,DISASTER_RESPONSE,7.36,46.5,45.3,75.9,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,12.162,1.3663,3.7876,10.5,0.481,0.2405,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,2.598 kg,0.18,SATISFIED,,4085.714
102,CUSTOM,7.08,135.7,134.4,103.7,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (135.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,1.3143,3.7148,10.5,0.4717,0.2359,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,4.7182
103,INSPECTION,0.52,171.7,82.1,136.5,CATAPULT,NET_RECOVERY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.12 m) exceeds wing root chord (0.11 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1114,1.3349,16.0,0.1062,0.0,0.0,High Wing / Twin Boom,,,,,,,3.6092
104,SURVEY,1.36,23.3,30.5,133.7,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,1,False,N/A,3.9719999999999995,0.2525,1.6281,10.5,0.2068,0.1034,0.5,High Wing / Conventional,SunnySky X2216,16x8 APC,0.627 kg,0.5,SATISFIED,,8428.1536
105,INSPECTION,2.0,30.0,45.0,342.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.22 m) exceeds wing root chord (0.19 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3713,2.4373,16.0,0.194,0.0,0.0,High Wing / Conventional,,,,,,,5.1724
106,MAPPING,16.83,25.4,26.1,87.9,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 4659.2 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,3.1242,5.7275,10.5,0.7273,0.3636,0.5,High Wing / Conventional,,,,,,,3.8659
107,SECURITY,5.74,70.0,125.4,83.7,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.37 m) exceeds wing root chord (0.33 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,1.0655,4.129,16.0,0.3286,0.0,0.0,High Wing / Conventional,,,,,,,3.9327
108,AGRICULTURE,2.33,180.0,99.8,135.1,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (180.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.4325,1.8011,7.5,0.2401,0.2401,1.0,Low Wing / Conventional,T-Motor MN5008,20x10 APC,,,,,5.3683
