case_id,mission_type,payload_kg,endurance_min,range_km,cruise_speed_kmh,environment,takeoff_type,landing_type,budget,input_valid,selection_success,selected_vehicle_family,selection_score,alternative_vehicle,warnings,failure_category,failure_reason,execution_time_ms
154,DISASTER_RESPONSE,23.0,83.7,16.0,61.7,DESERT,RUNWAY,RUNWAY,16909.15,True,True,FIXED_WING,1.0,VTOL,,,,0.0766
155,SECURITY,1.16,81.6,45.8,59.4,MOUNTAIN,RUNWAY,RUNWAY,68852.59,True,True,FIXED_WING,1.0,VTOL,,,,0.0972
156,MAPPING,3.23,51.7,44.3,57.7,FOREST,HAND_LAUNCH,RUNWAY,29421.69,True,True,FIXED_WING,1.0,VTOL,,,,0.0858
157,DISASTER_RESPONSE,15.92,38.5,38.4,45.4,RURAL,RUNWAY,VERTICAL,41274.09,True,True,VTOL,0.8,MULTIROTOR,,,,0.0751
158,SECURITY,14.87,35.1,62.9,44.2,DESERT,VERTICAL,RUNWAY,34250.91,True,True,VTOL,0.95,MULTIROTOR,,,,0.0734
159,INSPECTION,2.32,12.1,14.3,48.3,RURAL,VERTICAL,VERTICAL,52211.89,True,True,MULTIROTOR,0.8,VTOL,,,,0.0924
160,DISASTER_RESPONSE,24.55,62.3,15.5,87.2,MOUNTAIN,RUNWAY,VERTICAL,62205.59,True,True,VTOL,0.7,MULTIROTOR,,,,0.097
161,CUSTOM,2.21,105.6,98.1,103.7,RURAL,HAND_LAUNCH,BELLY_LANDING,35349.99,True,True,FIXED_WING,1.0,VTOL,,,,0.0746
162,SURVEY,0.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,0.0164
163,MAPPING,0.69,24.7,1.6,22.4,INDOOR,VERTICAL,VERTICAL,20720.94,True,True,MULTIROTOR,0.8,None,,,,0.0804
164,DELIVERY,15.91,30.0,70.4,72.8,RURAL,VERTICAL,VERTICAL,57426.1,True,True,VTOL,0.95,MULTIROTOR,,,,0.067
165,SECURITY,9.24,32.7,63.7,73.1,DESERT,RUNWAY,VERTICAL,73712.55,True,True,VTOL,0.8,MULTIROTOR,,,,0.0672
166,AGRICULTURE,7.7,116.9,119.3,116.8,RURAL,VERTICAL,VERTICAL,5807.84,True,True,VTOL,0.95,MULTIROTOR,,,,0.0673
167,CUSTOM,0.98,28.4,2.7,45.5,URBAN,VERTICAL,VERTICAL,66132.59,True,True,MULTIROTOR,0.8,VTOL,,,,0.0632
168,SURVEY,3.0,30.0,20.0,0.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Cruise speed must be greater than 0 km/h. Provided: 0.0 km/h.,0.0084
169,CUSTOM,3.85,98.5,90.1,91.6,RURAL,VERTICAL,VERTICAL,12467.44,True,True,VTOL,0.95,MULTIROTOR,,,,0.0639
170,TRAINING,7.33,65.0,31.4,99.8,MARINE,VERTICAL,VERTICAL,66636.42,True,True,VTOL,0.95,MULTIROTOR,,,,0.0651
171,MILITARY,15.17,60.7,63.4,50.6,DESERT,RUNWAY,RUNWAY,7643.34,True,True,FIXED_WING,1.0,VTOL,,,,0.0717
172,TRAINING,0.52,5.0,3.3,11.3,INDOOR,VERTICAL,VERTICAL,29380.58,True,True,MULTIROTOR,0.8,None,,,,0.065
173,MILITARY,1.86,72.9,67.3,53.3,DESERT,RUNWAY,PARACHUTE,65379.84,True,True,FIXED_WING,1.0,VTOL,,,,0.0658
174,INSPECTION,19.85,31.2,76.5,78.4,DESERT,RUNWAY,RUNWAY,79244.53,True,True,VTOL,0.8,MULTIROTOR,,,,0.0711
175,AGRICULTURE,0.28,13.8,4.2,13.6,INDOOR,VERTICAL,VERTICAL,47944.94,True,True,MULTIROTOR,0.8,None,,,,0.0632
176,INSPECTION,5.55,86.7,71.8,65.5,FOREST,VERTICAL,VERTICAL,46055.62,True,True,VTOL,0.95,MULTIROTOR,,,,0.0669
177,RESEARCH,14.71,86.6,50.5,74.4,MOUNTAIN,VERTICAL,RUNWAY,18632.93,True,True,VTOL,0.95,MULTIROTOR,,,,0.1296
178,DELIVERY,0.45,13.0,1.7,15.7,INDOOR,VERTICAL,VERTICAL,42212.3,True,True,MULTIROTOR,0.8,None,,,,0.0666
179,MILITARY,3.27,17.5,10.4,41.9,URBAN,VERTICAL,VERTICAL,76221.52,True,True,MULTIROTOR,0.8,VTOL,,,,0.0676
180,SURVEY,4.77,111.8,35.7,100.3,FOREST,HAND_LAUNCH,BELLY_LANDING,69171.68,True,True,FIXED_WING,1.0,VTOL,,,,0.0717
181,DISASTER_RESPONSE,3.55,47.2,123.6,80.3,MOUNTAIN,VERTICAL,VERTICAL,68740.49,True,True,VTOL,0.95,MULTIROTOR,,,,0.0702
182,SECURITY,23.24,56.4,48.4,57.0,MOUNTAIN,RUNWAY,VERTICAL,43563.99,True,True,VTOL,0.8,MULTIROTOR,,,,0.0688
183,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0391
184,SECURITY,1.33,149.3,37.1,95.2,FOREST,HAND_LAUNCH,NET_RECOVERY,65561.35,True,True,FIXED_WING,1.0,VTOL,,,,0.0686
185,SURVEY,0.79,12.3,4.0,15.5,INDOOR,VERTICAL,VERTICAL,76232.62,True,True,MULTIROTOR,0.8,None,,,,0.0659
186,MAPPING,1.44,10.6,2.2,35.2,INDOOR,VERTICAL,VERTICAL,17731.45,True,True,MULTIROTOR,0.8,None,,,,0.069
187,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0409
188,MAPPING,20.77,56.7,16.5,78.3,DESERT,RUNWAY,RUNWAY,52670.39,True,True,FIXED_WING,0.85,VTOL,,,,0.0853
189,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0461
190,DELIVERY,1.83,33.2,4.8,21.8,RURAL,VERTICAL,VERTICAL,78495.98,True,True,MULTIROTOR,0.8,VTOL,,,,0.073
191,CUSTOM,3.97,86.5,64.5,103.4,RURAL,RUNWAY,NET_RECOVERY,44845.67,True,True,FIXED_WING,1.0,VTOL,,,,0.0732
192,SECURITY,3.25,103.9,33.4,92.5,FOREST,CATAPULT,NET_RECOVERY,30138.6,True,True,FIXED_WING,1.0,VTOL,,,,0.0741
193,SURVEY,3.36,83.7,94.5,51.6,DESERT,RUNWAY,BELLY_LANDING,62566.57,True,True,FIXED_WING,1.0,VTOL,,,,0.071
194,DELIVERY,5.17,108.7,32.1,76.5,MOUNTAIN,VERTICAL,VERTICAL,17759.57,True,True,VTOL,0.95,MULTIROTOR,,,,0.0707
195,INSPECTION,3.87,16.3,11.6,22.3,URBAN,VERTICAL,VERTICAL,11201.52,True,True,MULTIROTOR,0.8,VTOL,,,,0.0672
196,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0378
197,CUSTOM,0.6,6.5,3.1,29.3,INDOOR,VERTICAL,VERTICAL,53955.94,True,True,MULTIROTOR,0.8,None,,,,0.0645
198,SURVEY,6.27,41.5,102.6,95.5,FOREST,VERTICAL,VERTICAL,15811.93,True,True,VTOL,0.95,MULTIROTOR,,,,0.0743
199,CUSTOM,21.65,73.8,69.6,46.7,DESERT,RUNWAY,VERTICAL,21638.91,True,True,VTOL,0.8,MULTIROTOR,,,,0.0674
200,MAPPING,22.73,53.4,30.1,56.8,MOUNTAIN,VERTICAL,RUNWAY,17560.66,True,True,VTOL,0.95,MULTIROTOR,,,,0.0678
201,RESEARCH,2.52,40.8,38.0,112.1,MOUNTAIN,VERTICAL,VERTICAL,54546.06,True,True,VTOL,0.95,MULTIROTOR,,,,0.065
202,TRAINING,1.72,136.3,84.0,93.2,MOUNTAIN,CATAPULT,PARACHUTE,20440.02,True,True,FIXED_WING,1.0,VTOL,,,,0.0671
203,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0377
204,CUSTOM,4.71,48.0,47.3,55.0,DESERT,CATAPULT,NET_RECOVERY,52694.31,True,True,FIXED_WING,1.0,VTOL,,,,0.068
205,RESEARCH,19.94,36.7,64.8,45.4,RURAL,RUNWAY,VERTICAL,56434.17,True,True,VTOL,0.8,MULTIROTOR,,,,0.0631
206,DISASTER_RESPONSE,0.24,24.6,3.2,36.9,INDOOR,VERTICAL,VERTICAL,9013.53,True,True,MULTIROTOR,0.8,None,,,,0.0594
207,TRAINING,5.09,77.5,132.8,85.7,RURAL,VERTICAL,VERTICAL,51602.17,True,True,VTOL,0.95,MULTIROTOR,,,,0.0634
208,DELIVERY,2.0,24.2,12.2,38.3,URBAN,VERTICAL,VERTICAL,36266.68,True,True,MULTIROTOR,0.8,VTOL,,,,0.0645
209,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0349
210,INSPECTION,1.11,67.1,47.3,57.3,DESERT,RUNWAY,BELLY_LANDING,62598.67,True,True,VTOL,0.8,MULTIROTOR,,,,0.0635
211,SURVEY,4.34,137.1,56.6,90.8,RURAL,CATAPULT,PARACHUTE,32998.25,True,True,FIXED_WING,1.0,VTOL,,,,0.066
212,SURVEY,0.64,21.9,1.9,33.7,INDOOR,VERTICAL,VERTICAL,45942.78,True,True,MULTIROTOR,0.8,None,,,,0.0603
213,RESEARCH,0.21,9.9,1.2,19.2,INDOOR,VERTICAL,VERTICAL,63031.23,True,True,MULTIROTOR,0.8,None,,,,0.0654
214,SECURITY,1.73,18.9,8.4,49.2,URBAN,VERTICAL,VERTICAL,5429.84,True,True,MULTIROTOR,0.8,VTOL,,,,0.0657
215,DISASTER_RESPONSE,2.61,10.6,3.1,36.5,URBAN,VERTICAL,VERTICAL,17303.39,True,True,MULTIROTOR,0.8,VTOL,,,,0.0719
216,CUSTOM,3.82,105.0,124.9,101.7,MARINE,VERTICAL,VERTICAL,75627.04,True,True,VTOL,0.95,MULTIROTOR,,,,0.0694
217,MILITARY,0.99,7.5,2.6,21.9,INDOOR,VERTICAL,VERTICAL,35683.27,True,True,MULTIROTOR,0.8,None,,,,0.0632
218,MILITARY,3.92,135.6,110.4,60.7,DESERT,CATAPULT,NET_RECOVERY,56881.03,True,True,FIXED_WING,1.0,VTOL,,,,0.0647
219,SECURITY,4.76,110.6,67.4,93.9,MARINE,VERTICAL,VERTICAL,11137.68,True,True,VTOL,0.95,MULTIROTOR,,,,0.0643
220,RESEARCH,1.68,58.2,71.5,104.8,DESERT,RUNWAY,RUNWAY,79934.08,True,True,FIXED_WING,1.0,VTOL,,,,0.0639
221,CUSTOM,0.94,33.1,14.7,20.5,URBAN,VERTICAL,VERTICAL,19284.37,True,True,MULTIROTOR,0.8,VTOL,,,,0.0677
222,DELIVERY,1.94,123.3,101.1,65.9,RURAL,HAND_LAUNCH,NET_RECOVERY,7392.6,True,True,FIXED_WING,1.0,VTOL,,,,0.0638
223,AGRICULTURE,4.63,83.6,114.2,64.0,FOREST,VERTICAL,VERTICAL,64679.65,True,True,VTOL,0.95,MULTIROTOR,,,,0.0683
224,TRAINING,2.49,37.8,7.2,24.4,URBAN,VERTICAL,VERTICAL,59945.4,True,True,MULTIROTOR,0.8,VTOL,,,,0.0636
225,TRAINING,4.43,117.2,69.0,62.6,RURAL,RUNWAY,BELLY_LANDING,7076.77,True,True,FIXED_WING,1.0,VTOL,,,,0.0655
226,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0352
227,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0336
228,SECURITY,4.06,115.2,30.2,119.7,MARINE,VERTICAL,VERTICAL,37394.5,True,True,VTOL,0.95,MULTIROTOR,,,,0.0651
229,SURVEY,11.63,76.5,24.6,81.8,RURAL,RUNWAY,VERTICAL,49948.22,True,True,VTOL,0.7,MULTIROTOR,,,,0.0686
230,RESEARCH,2.37,38.5,4.4,26.6,RURAL,VERTICAL,VERTICAL,12557.06,True,True,MULTIROTOR,0.8,VTOL,,,,0.062
231,TRAINING,4.61,60.4,110.8,89.9,RURAL,CATAPULT,BELLY_LANDING,54807.42,True,True,FIXED_WING,1.0,VTOL,,,,0.068
232,DISASTER_RESPONSE,7.08,44.0,113.9,85.3,MARINE,VERTICAL,VERTICAL,40819.68,True,True,VTOL,0.95,MULTIROTOR,,,,0.0678
233,SURVEY,1.34,13.2,1.6,36.1,INDOOR,VERTICAL,VERTICAL,48303.64,True,True,MULTIROTOR,0.8,None,,,,0.0591
234,DISASTER_RESPONSE,2.9,16.7,5.9,30.3,URBAN,VERTICAL,VERTICAL,57553.27,True,True,MULTIROTOR,0.8,VTOL,,,,0.0647
235,SURVEY,12.71,65.6,59.8,53.0,MOUNTAIN,RUNWAY,VERTICAL,65692.87,True,True,VTOL,0.8,MULTIROTOR,,,,0.0689
236,DISASTER_RESPONSE,19.02,83.0,21.9,69.2,RURAL,VERTICAL,RUNWAY,74569.59,True,True,VTOL,0.7,MULTIROTOR,,,,0.0637
237,MILITARY,3.44,10.6,9.2,44.8,RURAL,VERTICAL,VERTICAL,5814.21,True,True,MULTIROTOR,0.8,VTOL,,,,0.0662
238,DELIVERY,2.22,113.4,69.8,72.4,RURAL,HAND_LAUNCH,PARACHUTE,60448.9,True,True,FIXED_WING,1.0,VTOL,,,,0.0701
239,SECURITY,1.76,108.5,112.3,53.3,DESERT,HAND_LAUNCH,PARACHUTE,32002.68,True,True,FIXED_WING,1.0,VTOL,,,,0.0673
240,RESEARCH,10.58,23.7,38.1,69.9,MOUNTAIN,RUNWAY,VERTICAL,58159.64,True,True,VTOL,0.8,MULTIROTOR,,,,0.082
241,DISASTER_RESPONSE,5.33,108.6,134.5,106.9,MARINE,VERTICAL,VERTICAL,46979.92,True,True,VTOL,0.95,MULTIROTOR,,,,0.0903
242,AGRICULTURE,0.9,17.1,3.8,10.4,INDOOR,VERTICAL,VERTICAL,50672.4,True,True,MULTIROTOR,0.8,None,,,,0.1587
243,AGRICULTURE,3.86,83.6,114.0,78.0,RURAL,RUNWAY,BELLY_LANDING,60285.63,True,True,FIXED_WING,1.0,VTOL,,,,0.2422
244,TRAINING,18.17,22.1,64.1,46.6,DESERT,VERTICAL,RUNWAY,40342.5,True,True,VTOL,0.95,MULTIROTOR,,,,0.2202
245,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.102
246,DELIVERY,8.03,35.9,76.0,47.7,RURAL,RUNWAY,VERTICAL,50625.41,True,True,VTOL,0.8,MULTIROTOR,,,,0.1335
247,MILITARY,4.49,68.0,71.3,59.1,RURAL,RUNWAY,NET_RECOVERY,48258.68,True,True,FIXED_WING,1.0,VTOL,,,,0.0921
248,RESEARCH,4.94,48.2,36.7,63.6,DESERT,RUNWAY,BELLY_LANDING,76825.67,True,True,FIXED_WING,1.0,VTOL,,,,0.0928
249,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0564
250,DISASTER_RESPONSE,0.74,13.1,2.3,29.3,INDOOR,VERTICAL,VERTICAL,75512.68,True,True,MULTIROTOR,0.8,None,,,,0.0802
251,MILITARY,20.29,45.1,19.0,49.6,MOUNTAIN,RUNWAY,VERTICAL,18936.58,True,True,VTOL,0.7,MULTIROTOR,,,,0.0888
252,MAPPING,17.67,28.2,33.4,80.7,RURAL,VERTICAL,RUNWAY,64793.42,True,True,VTOL,0.95,MULTIROTOR,,,,0.0789
253,SURVEY,5.89,103.8,145.3,63.1,RURAL,VERTICAL,VERTICAL,26923.96,True,True,VTOL,0.95,MULTIROTOR,,,,0.0871
254,TRAINING,1.2,32.1,14.6,31.1,URBAN,VERTICAL,VERTICAL,70455.82,True,True,MULTIROTOR,0.8,VTOL,,,,0.1087
255,DELIVERY,4.33,112.9,45.9,113.8,FOREST,VERTICAL,VERTICAL,15423.61,True,True,VTOL,0.95,MULTIROTOR,,,,0.0829
256,RESEARCH,7.0,93.1,133.5,70.7,RURAL,VERTICAL,VERTICAL,24221.99,True,True,VTOL,0.95,MULTIROTOR,,,,0.0641
257,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0363
258,DISASTER_RESPONSE,0.95,15.0,3.0,26.4,INDOOR,VERTICAL,VERTICAL,18571.83,True,True,MULTIROTOR,0.8,None,,,,0.0596
259,DELIVERY,3.86,114.8,28.4,102.6,FOREST,CATAPULT,PARACHUTE,24106.06,True,True,FIXED_WING,1.0,VTOL,,,,0.0648
260,MAPPING,2.76,27.4,4.7,41.4,URBAN,VERTICAL,VERTICAL,53201.92,True,True,MULTIROTOR,0.8,VTOL,,,,0.0648
261,DISASTER_RESPONSE,13.11,39.6,78.4,82.6,RURAL,VERTICAL,VERTICAL,8424.81,True,True,VTOL,0.95,MULTIROTOR,,,,0.066
262,SECURITY,5.71,115.4,91.7,73.4,RURAL,VERTICAL,VERTICAL,35500.95,True,True,VTOL,0.95,MULTIROTOR,,,,0.0716
263,INSPECTION,3.59,147.5,73.8,87.6,DESERT,CATAPULT,BELLY_LANDING,10981.05,True,True,VTOL,0.8,MULTIROTOR,,,,0.0673
264,MAPPING,1.81,19.3,5.0,31.6,RURAL,VERTICAL,VERTICAL,8296.4,True,True,MULTIROTOR,0.8,VTOL,,,,0.0652
265,MAPPING,7.14,84.5,48.2,69.7,MOUNTAIN,VERTICAL,VERTICAL,74175.23,True,True,VTOL,0.95,MULTIROTOR,,,,0.0688
266,SURVEY,15.75,47.8,71.0,88.5,RURAL,RUNWAY,VERTICAL,18329.25,True,True,VTOL,0.8,MULTIROTOR,,,,0.069
267,SURVEY,3.0,-10.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target flight time must be greater than 0 minutes. Provided: -10.0 min.,0.0173
268,DISASTER_RESPONSE,4.63,111.0,30.5,58.1,DESERT,HAND_LAUNCH,BELLY_LANDING,11338.12,True,True,FIXED_WING,1.0,VTOL,,,,0.0765
269,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0413
270,MILITARY,5.19,111.1,133.4,98.9,MARINE,VERTICAL,VERTICAL,20017.55,True,True,VTOL,0.95,MULTIROTOR,,,,0.0707
271,RESEARCH,4.99,121.7,93.5,57.7,MOUNTAIN,HAND_LAUNCH,BELLY_LANDING,76726.31,True,True,FIXED_WING,1.0,VTOL,,,,0.0951
272,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.036
273,SURVEY,3.0,30.0,20.0,0.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Cruise speed must be greater than 0 km/h. Provided: 0.0 km/h.,0.0089
274,DISASTER_RESPONSE,2.41,124.8,41.4,104.6,RURAL,HAND_LAUNCH,RUNWAY,13266.89,True,True,FIXED_WING,1.0,VTOL,,,,0.081
275,MILITARY,4.15,129.3,104.8,93.5,FOREST,CATAPULT,BELLY_LANDING,42506.78,True,True,FIXED_WING,1.0,VTOL,,,,0.0673
276,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0346
277,TRAINING,5.99,56.7,30.7,102.0,RURAL,VERTICAL,VERTICAL,10992.1,True,True,VTOL,0.95,MULTIROTOR,,,,0.0627
278,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0344
279,SURVEY,0.44,20.1,2.8,26.5,INDOOR,VERTICAL,VERTICAL,39044.87,True,True,MULTIROTOR,0.8,None,,,,0.0595
280,AGRICULTURE,3.47,39.8,13.4,25.6,RURAL,VERTICAL,VERTICAL,44668.65,True,True,MULTIROTOR,0.8,VTOL,,,,0.0825
281,DELIVERY,4.75,133.7,65.6,96.5,MOUNTAIN,HAND_LAUNCH,RUNWAY,63707.21,True,True,FIXED_WING,1.0,VTOL,,,,0.0674
282,CUSTOM,16.8,82.1,53.5,47.5,RURAL,VERTICAL,VERTICAL,11687.47,True,True,VTOL,0.95,MULTIROTOR,,,,0.0637
283,AGRICULTURE,6.88,30.9,142.0,116.1,MOUNTAIN,VERTICAL,VERTICAL,31918.2,True,True,VTOL,0.95,MULTIROTOR,,,,0.0685
284,SURVEY,3.99,16.7,10.3,21.5,RURAL,VERTICAL,VERTICAL,65554.64,True,True,MULTIROTOR,0.8,VTOL,,,,0.0645
285,AGRICULTURE,2.17,48.9,92.0,90.6,FOREST,CATAPULT,RUNWAY,60716.35,True,True,FIXED_WING,1.0,VTOL,,,,0.0683
286,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0348
287,MAPPING,9.08,54.6,24.0,52.0,DESERT,RUNWAY,VERTICAL,17728.94,True,True,VTOL,0.7,MULTIROTOR,,,,0.0639
288,RESEARCH,1.27,19.2,7.0,30.0,RURAL,VERTICAL,VERTICAL,18035.02,True,True,MULTIROTOR,0.8,VTOL,,,,0.0689
289,SURVEY,3.0,-10.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target flight time must be greater than 0 minutes. Provided: -10.0 min.,0.0086
290,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0354
291,SURVEY,1.08,139.4,56.1,74.7,RURAL,RUNWAY,BELLY_LANDING,7466.88,True,True,FIXED_WING,1.0,VTOL,,,,0.0622
292,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0339
293,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0329
294,CUSTOM,3.2,72.6,75.2,108.2,DESERT,CATAPULT,PARACHUTE,17954.02,True,True,FIXED_WING,1.0,VTOL,,,,0.0632
295,AGRICULTURE,2.71,30.2,3.5,45.0,URBAN,VERTICAL,VERTICAL,77383.71,True,True,MULTIROTOR,0.8,VTOL,,,,0.0685
296,DELIVERY,7.29,71.0,136.6,94.7,MOUNTAIN,VERTICAL,VERTICAL,35920.71,True,True,VTOL,0.95,MULTIROTOR,,,,0.0642
297,AGRICULTURE,1.31,24.0,0.6,29.2,INDOOR,VERTICAL,VERTICAL,48728.29,True,True,MULTIROTOR,0.8,None,,,,0.0614
298,MILITARY,3.04,125.3,110.5,90.5,DESERT,RUNWAY,NET_RECOVERY,20704.68,True,True,FIXED_WING,1.0,VTOL,,,,0.0689
299,SECURITY,21.41,40.9,69.4,45.9,MOUNTAIN,VERTICAL,RUNWAY,22181.59,True,True,VTOL,0.95,MULTIROTOR,,,,0.0688
300,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0341
301,SECURITY,1.66,103.9,42.2,65.1,MOUNTAIN,CATAPULT,NET_RECOVERY,43717.51,True,True,FIXED_WING,1.0,VTOL,,,,0.0679
302,CUSTOM,5.93,106.3,143.7,63.2,MOUNTAIN,VERTICAL,VERTICAL,59585.76,True,True,VTOL,0.95,MULTIROTOR,,,,0.0641
303,SURVEY,0.65,8.3,4.5,11.7,INDOOR,VERTICAL,VERTICAL,11628.67,True,True,MULTIROTOR,0.8,None,,,,0.0597
304,SURVEY,2.92,58.1,46.0,63.3,FOREST,CATAPULT,PARACHUTE,23248.69,True,True,FIXED_WING,1.0,VTOL,,,,0.0629
305,MAPPING,4.99,109.1,27.7,95.4,DESERT,CATAPULT,BELLY_LANDING,34535.5,True,True,FIXED_WING,1.0,VTOL,,,,0.0695
306,CUSTOM,16.03,20.3,41.3,48.9,DESERT,RUNWAY,RUNWAY,17569.61,True,True,FIXED_WING,1.0,VTOL,,,,0.0642
307,SURVEY,0.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,0.008
308,DISASTER_RESPONSE,2.97,50.2,34.2,100.0,MOUNTAIN,VERTICAL,VERTICAL,11214.65,True,True,VTOL,0.95,MULTIROTOR,,,,0.0658
309,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0453
310,DISASTER_RESPONSE,0.47,6.9,1.9,12.9,INDOOR,VERTICAL,VERTICAL,21771.92,True,True,MULTIROTOR,0.8,None,,,,0.0612
