CASE_ID,CASE_CATEGORY,MISSION_TYPE,PAYLOAD_KG,RANGE_KM,ENDURANCE_MIN,CRUISE_SPEED_KMH,HOVER_REQUIRED,VTOL_REQUIRED,RUNWAY_AVAILABLE,CONFINED_OPERATION,ENVIRONMENT,OPTIMIZATION_PRIORITY,EXPECTED_FAMILY,RAW_SELECTOR_OUTPUT,NORMALIZED_FAMILY_OUTPUT,SELECTED_SCORE,CONFIDENCE,ALTERNATIVE_CANDIDATES,REASONING_PROS,PENALTIES_CONS,VALIDATION_RESULT,FINAL_TEST_CLASSIFICATION,MANUAL_REVIEW,MANUAL_EXPECTED_FAMILY,MANUAL_PASS_FAIL,REVIEWER_COMMENT
CASE_MR_001,DETERMINISTIC,INSPECTION,0.1,1.0,10.0,40.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_064,DETERMINISTIC,DELIVERY,1.0,14.0,10.0,43.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_065,DETERMINISTIC,RESEARCH,2.0,1.0,10.0,44.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_066,DETERMINISTIC,INSPECTION,3.0,1.0,10.0,45.0,True,True,False,False,RURAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_067,DETERMINISTIC,SECURITY,5.0,2.0,15.0,46.0,True,True,False,False,MOUNTAIN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_068,DETERMINISTIC,DISASTER_RESPONSE,8.0,2.0,15.0,47.0,True,True,False,False,FOREST,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,OCTOCOPTER:0.6; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_069,DETERMINISTIC,DELIVERY,12.0,3.0,15.0,48.0,True,True,False,False,DESERT,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_070,DETERMINISTIC,RESEARCH,15.0,3.0,20.0,49.0,True,True,False,False,COASTAL,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_071,DETERMINISTIC,INSPECTION,0.1,5.0,20.0,50.0,True,True,False,False,MARINE,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_072,DETERMINISTIC,SECURITY,0.25,5.0,20.0,51.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_073,DETERMINISTIC,DISASTER_RESPONSE,0.5,8.0,25.0,52.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_074,DETERMINISTIC,DELIVERY,1.0,8.0,25.0,53.0,True,True,False,False,RURAL,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_075,DETERMINISTIC,RESEARCH,2.0,10.0,25.0,54.0,True,True,False,False,MOUNTAIN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_076,DETERMINISTIC,INSPECTION,3.0,10.0,30.0,55.0,True,True,False,False,FOREST,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_077,DETERMINISTIC,SECURITY,5.0,12.0,30.0,56.0,True,True,False,False,DESERT,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_078,DETERMINISTIC,DISASTER_RESPONSE,8.0,12.0,30.0,57.0,True,True,False,False,COASTAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_079,DETERMINISTIC,DELIVERY,12.0,14.0,35.0,58.0,True,True,False,False,MARINE,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; VTOL:0.8; QUADCOPTER:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_080,DETERMINISTIC,RESEARCH,15.0,14.0,35.0,59.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; VTOL:0.8; QUADCOPTER:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_081,DETERMINISTIC,INSPECTION,0.1,1.0,35.0,40.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_082,DETERMINISTIC,SECURITY,0.25,1.0,40.0,41.0,True,True,False,False,RURAL,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_083,DETERMINISTIC,DISASTER_RESPONSE,0.5,2.0,40.0,42.0,True,True,False,False,MOUNTAIN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_084,DETERMINISTIC,DELIVERY,1.0,2.0,40.0,43.0,True,True,False,False,FOREST,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_085,DETERMINISTIC,RESEARCH,2.0,3.0,10.0,44.0,True,True,False,False,DESERT,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_086,DETERMINISTIC,INSPECTION,3.0,3.0,10.0,45.0,True,True,False,False,COASTAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_087,DETERMINISTIC,SECURITY,5.0,5.0,10.0,46.0,True,True,False,False,MARINE,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_088,DETERMINISTIC,DISASTER_RESPONSE,8.0,5.0,15.0,47.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,OCTOCOPTER:0.6; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_089,DETERMINISTIC,DELIVERY,12.0,8.0,15.0,48.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_090,DETERMINISTIC,RESEARCH,15.0,8.0,15.0,49.0,True,True,False,False,RURAL,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_091,DETERMINISTIC,INSPECTION,0.1,10.0,20.0,50.0,True,True,False,False,MOUNTAIN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_092,DETERMINISTIC,SECURITY,0.25,10.0,20.0,51.0,True,True,False,False,FOREST,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_093,DETERMINISTIC,DISASTER_RESPONSE,0.5,12.0,20.0,52.0,True,True,False,False,DESERT,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_094,DETERMINISTIC,DELIVERY,1.0,12.0,25.0,53.0,True,True,False,False,COASTAL,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_095,DETERMINISTIC,RESEARCH,2.0,14.0,25.0,54.0,True,True,False,False,MARINE,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_096,DETERMINISTIC,INSPECTION,3.0,14.0,25.0,55.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_097,DETERMINISTIC,SECURITY,5.0,1.0,30.0,56.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_098,DETERMINISTIC,DISASTER_RESPONSE,8.0,1.0,30.0,57.0,True,True,False,False,RURAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,OCTOCOPTER:0.6; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_099,DETERMINISTIC,DELIVERY,12.0,2.0,30.0,58.0,True,True,False,False,MOUNTAIN,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_100,DETERMINISTIC,RESEARCH,15.0,2.0,35.0,59.0,True,True,False,False,FOREST,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_101,DETERMINISTIC,INSPECTION,0.1,3.0,35.0,40.0,True,True,False,False,DESERT,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_102,DETERMINISTIC,SECURITY,0.25,3.0,35.0,41.0,True,True,False,False,COASTAL,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_103,DETERMINISTIC,DISASTER_RESPONSE,0.5,5.0,40.0,42.0,True,True,False,False,MARINE,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_104,DETERMINISTIC,DELIVERY,1.0,5.0,40.0,43.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_105,DETERMINISTIC,RESEARCH,2.0,8.0,40.0,44.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_106,DETERMINISTIC,INSPECTION,3.0,8.0,10.0,45.0,True,True,False,False,RURAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_107,DETERMINISTIC,SECURITY,5.0,10.0,10.0,46.0,True,True,False,False,MOUNTAIN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_108,DETERMINISTIC,DISASTER_RESPONSE,8.0,10.0,10.0,47.0,True,True,False,False,FOREST,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_109,DETERMINISTIC,DELIVERY,12.0,12.0,15.0,48.0,True,True,False,False,DESERT,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; VTOL:0.8; QUADCOPTER:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_110,DETERMINISTIC,RESEARCH,15.0,12.0,15.0,49.0,True,True,False,False,COASTAL,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; VTOL:0.8; QUADCOPTER:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_111,DETERMINISTIC,INSPECTION,0.1,14.0,15.0,50.0,True,True,False,False,MARINE,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_112,DETERMINISTIC,SECURITY,0.25,14.0,20.0,51.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_113,DETERMINISTIC,DISASTER_RESPONSE,0.5,1.0,20.0,52.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_114,DETERMINISTIC,DELIVERY,1.0,1.0,20.0,53.0,True,True,False,False,RURAL,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_115,DETERMINISTIC,RESEARCH,2.0,2.0,25.0,54.0,True,True,False,False,MOUNTAIN,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_116,DETERMINISTIC,INSPECTION,3.0,2.0,25.0,55.0,True,True,False,False,FOREST,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_117,DETERMINISTIC,SECURITY,5.0,3.0,25.0,56.0,True,True,False,False,DESERT,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_118,DETERMINISTIC,DISASTER_RESPONSE,8.0,3.0,30.0,57.0,True,True,False,False,COASTAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,OCTOCOPTER:0.6; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_119,DETERMINISTIC,DELIVERY,12.0,5.0,30.0,58.0,True,True,False,False,MARINE,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_120,DETERMINISTIC,RESEARCH,15.0,5.0,30.0,59.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,OCTOCOPTER,MULTIROTOR,0.9,0.88,HEXACOPTER:0.8; QUADCOPTER:0.55; VTOL:0.55; FIXED_WING:0.0,High payload capacity (> 10 kg) | Dual motor failure redundancy | High structural stability | Excellent heavy payload handling.,,VALID,PASS,,,,
CASE_MR_121,DETERMINISTIC,INSPECTION,0.1,8.0,35.0,40.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_122,DETERMINISTIC,SECURITY,0.25,8.0,35.0,41.0,True,True,False,False,RURAL,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_123,DETERMINISTIC,DISASTER_RESPONSE,0.5,10.0,35.0,42.0,True,True,False,False,MOUNTAIN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_124,DETERMINISTIC,DELIVERY,1.0,10.0,40.0,43.0,True,True,False,False,FOREST,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_MR_125,DETERMINISTIC,RESEARCH,2.0,12.0,40.0,44.0,True,True,False,False,DESERT,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_126,DETERMINISTIC,INSPECTION,3.0,12.0,40.0,45.0,True,True,False,False,COASTAL,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_127,DETERMINISTIC,SECURITY,5.0,14.0,10.0,46.0,True,True,False,False,MARINE,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,QUADCOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
CASE_MR_128,DETERMINISTIC,DISASTER_RESPONSE,8.0,14.0,10.0,47.0,True,True,False,False,INDOOR,BALANCED,MULTIROTOR,HEXACOPTER,MULTIROTOR,0.9,0.9,VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.55; FIXED_WING:0.0,Single motor failure redundancy | Good payload capacity (2-10 kg) | Precision vertical hover | Optimal payload mass match (2-10 kg).,,VALID,PASS,,,,
