Case ID,Mission Type,Payload Weight (kg),Range (km),Endurance (min),Cruise Speed (km/h),Takeoff Type,Landing Type,Operating Environment,Budget,Selected Vehicle Family,Selection Success,Selection Score,Primary Candidate,Alternative Candidate 1,Alternative Candidate 1 Score,Alternative Candidate 2,Alternative Candidate 2 Score,Candidate Ranking,Selection Reason,Status,Failure Category,Failure Reason,Warnings
64,CUSTOM,2.85,7.1,21.0,34.9,VERTICAL,VERTICAL,RURAL,37187.06,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 2.85 kg payload, 7.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
65,SURVEY,10.15,70.0,68.7,69.8,VERTICAL,RUNWAY,RURAL,24102.97,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 10.15 kg payload, 70.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
66,SECURITY,3.19,141.9,107.0,117.3,VERTICAL,VERTICAL,MOUNTAIN,5283.31,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 3.19 kg payload, 141.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
67,DELIVERY,22.67,71.1,77.0,62.4,VERTICAL,RUNWAY,RURAL,23821.09,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 22.67 kg payload, 71.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
68,SURVEY,1.33,4.8,7.7,30.5,VERTICAL,VERTICAL,INDOOR,41487.27,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 1.33 kg payload, 4.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
69,DELIVERY,3.86,7.3,22.1,37.3,VERTICAL,VERTICAL,RURAL,78430.58,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DELIVERY mission because it optimally satisfies the 3.86 kg payload, 7.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
70,INSPECTION,3.68,67.4,50.0,90.6,CATAPULT,BELLY_LANDING,MOUNTAIN,36509.56,VTOL,True,0.8,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 3.68 kg payload, 67.4 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
71,SURVEY,45.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.
72,SURVEY,2.0,20.0,30.0,350.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,
73,DISASTER_RESPONSE,3.44,40.7,52.1,119.6,VERTICAL,VERTICAL,RURAL,53545.69,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 3.44 kg payload, 40.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
74,AGRICULTURE,2.95,4.5,21.5,22.8,VERTICAL,VERTICAL,URBAN,33243.15,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 2.95 kg payload, 4.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
75,SURVEY,14.63,39.5,36.5,63.6,RUNWAY,RUNWAY,DESERT,67434.84,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.15,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 14.63 kg payload, 39.5 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
76,TRAINING,2.07,11.3,29.2,43.4,VERTICAL,VERTICAL,RURAL,19219.87,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the TRAINING mission because it optimally satisfies the 2.07 kg payload, 11.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
77,MILITARY,2.12,3.0,30.2,44.9,VERTICAL,VERTICAL,RURAL,38887.84,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 2.12 kg payload, 3.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
78,INSPECTION,1.91,8.9,18.9,39.7,VERTICAL,VERTICAL,URBAN,34129.78,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 1.91 kg payload, 8.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
79,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
80,RESEARCH,7.68,85.5,106.9,79.2,VERTICAL,VERTICAL,MOUNTAIN,46538.1,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 7.68 kg payload, 85.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
81,SECURITY,0.85,7.2,32.9,29.8,VERTICAL,VERTICAL,RURAL,54486.91,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 0.85 kg payload, 7.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
82,SURVEY,9.58,61.9,88.3,82.7,VERTICAL,RUNWAY,MOUNTAIN,53044.8,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 9.58 kg payload, 61.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
83,SECURITY,6.69,124.7,45.9,60.8,VERTICAL,VERTICAL,RURAL,55336.1,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 6.69 kg payload, 124.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
84,MILITARY,3.13,97.7,87.3,101.1,VERTICAL,VERTICAL,FOREST,7345.71,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 3.13 kg payload, 97.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
85,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
86,AGRICULTURE,6.77,79.0,62.6,62.8,VERTICAL,VERTICAL,MARINE,13112.04,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 6.77 kg payload, 79.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
87,RESEARCH,1.05,2.3,24.6,32.6,VERTICAL,VERTICAL,INDOOR,63573.15,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 1.05 kg payload, 2.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
88,SURVEY,3.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,-100.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,
89,MAPPING,1.46,4.9,23.5,12.7,VERTICAL,VERTICAL,INDOOR,37969.84,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 1.46 kg payload, 4.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
90,INSPECTION,15.56,54.5,64.9,53.5,RUNWAY,VERTICAL,RURAL,78588.41,VTOL,True,0.8,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 15.56 kg payload, 54.5 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
91,INSPECTION,4.04,107.5,100.5,74.3,VERTICAL,VERTICAL,RURAL,58158.07,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the INSPECTION mission because it optimally satisfies the 4.04 kg payload, 107.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
92,DELIVERY,1.61,9.9,25.5,24.1,VERTICAL,VERTICAL,RURAL,11904.2,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DELIVERY mission because it optimally satisfies the 1.61 kg payload, 9.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
93,RESEARCH,0.85,2.9,21.8,23.8,VERTICAL,VERTICAL,INDOOR,72026.6,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 0.85 kg payload, 2.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
94,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
95,MAPPING,5.33,72.7,52.5,86.8,VERTICAL,VERTICAL,FOREST,45506.29,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 5.33 kg payload, 72.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
96,SURVEY,2.0,20.0,500.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,
97,DISASTER_RESPONSE,1.19,2.5,7.1,14.7,VERTICAL,VERTICAL,INDOOR,31644.65,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 1.19 kg payload, 2.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
98,AGRICULTURE,1.85,14.4,18.2,20.2,VERTICAL,VERTICAL,RURAL,71996.23,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 1.85 kg payload, 14.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
99,MILITARY,22.44,36.3,56.7,76.5,RUNWAY,RUNWAY,DESERT,28793.9,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.0,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 22.44 kg payload, 36.3 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
100,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
101,SECURITY,3.91,81.6,148.2,86.5,CATAPULT,PARACHUTE,FOREST,67819.88,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 3.91 kg payload, 81.6 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
102,SURVEY,2.05,53.2,60.4,63.6,VERTICAL,VERTICAL,FOREST,69632.37,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SURVEY mission because it optimally satisfies the 2.05 kg payload, 53.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
103,SURVEY,0.51,12.6,27.7,20.3,VERTICAL,VERTICAL,URBAN,18885.46,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 0.51 kg payload, 12.6 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
104,MAPPING,0.83,1.7,17.4,22.0,VERTICAL,VERTICAL,INDOOR,71031.74,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 0.83 kg payload, 1.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
105,MILITARY,5.32,110.4,96.2,67.8,VERTICAL,VERTICAL,RURAL,72298.86,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 5.32 kg payload, 110.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
106,SECURITY,1.44,106.1,136.4,102.1,RUNWAY,RUNWAY,DESERT,26736.15,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,None,,"FIXED_WING, VTOL","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 1.44 kg payload, 106.1 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
107,SECURITY,2.95,71.0,49.1,95.6,VERTICAL,VERTICAL,MOUNTAIN,29484.35,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 2.95 kg payload, 71.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
108,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
109,MILITARY,11.28,27.1,81.7,60.4,VERTICAL,RUNWAY,MOUNTAIN,54874.44,VTOL,True,0.8,VTOL,MULTIROTOR,0.05,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 11.28 kg payload, 27.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
110,DELIVERY,1.45,37.3,96.7,74.1,CATAPULT,BELLY_LANDING,DESERT,15492.75,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 1.45 kg payload, 37.3 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
111,RESEARCH,7.57,137.7,60.8,110.5,VERTICAL,VERTICAL,MARINE,42795.99,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 7.57 kg payload, 137.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
